prlName,prlTransferDateValidFrom,prlTransferDirection,prlTransferKind,cmpLongName,prlTransferredInterest,prlTransferSdfi,prlNpdidLicence,cmpNpdidCompany,prlTransferDateUpdated,dateSyncNPD
077,2001-12-18,TO,MERGER/TAKEOVER,TotalFinaElf Exploration Norge AS,10.00000,NULL,21412,1340884,9999-12-31,2013-05-08
077,2001-06-17,FROM,SDFI,SDØE,30.00000,NULL,21412,1623450,9999-12-31,2013-05-08
077,2001-06-17,TO,SDFI,Petoro AS,30.00000,NULL,21412,1626839,9999-12-31,2013-05-08
077,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,68.00000,NULL,21412,749,9999-12-31,2013-05-08
077,2001-05-10,TO,SDFI,Statoil ASA (old),38.00000,NULL,21412,1622484,9999-12-31,2013-05-08
077,2001-05-10,TO,SDFI,SDØE,30.00000,NULL,21412,1623450,9999-12-31,2013-05-08
077,2001-01-11,FROM,TRANSFER,Den norske stats oljeselskap a.s,12.00000,NULL,21412,749,9999-12-31,2013-05-08
077,2001-01-11,TO,TRANSFER,Gaz de France Norge AS,12.00000,NULL,21412,1628733,9999-12-31,2013-05-08
077,2000-04-07,FROM,TRANSFER,Norsk Hydro Produksjon AS,5.00000,NULL,21412,430,9999-12-31,2013-05-08
077,2000-04-07,TO,TRANSFER,Den norske stats oljeselskap a.s,5.00000,NULL,21412,749,9999-12-31,2013-05-08
077,1996-04-25,FROM,UNKNOWN,Texaco Exploration Norway AS,10.00000,NULL,21412,804,9999-12-31,2013-05-08
077,1996-04-25,TO,UNKNOWN,Den norske stats oljeselskap a.s,10.00000,NULL,21412,749,9999-12-31,2013-05-08
077,1996-02-29,FROM,UNKNOWN,Phillips Petroleum Norsk AS,10.00000,NULL,21412,705,9999-12-31,2013-05-08
077,1996-02-29,TO,UNKNOWN,Den norske stats oljeselskap a.s,10.00000,NULL,21412,749,9999-12-31,2013-05-08
077,1995-02-16,FROM,UNKNOWN,Saga Petroleum ASA,5.00000,NULL,21412,716,9999-12-31,2013-05-08
077,1995-02-16,TO,UNKNOWN,Den norske stats oljeselskap a.s,5.00000,NULL,21412,749,9999-12-31,2013-05-08
078,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,33.00000,NULL,21420,4511658,9999-12-31,2013-05-08
078,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,33.00000,NULL,21420,17237817,9999-12-31,2013-05-08
078,2009-01-02,FROM,TRANSFER,StatoilHydro ASA,33.00000,NULL,21420,4511854,9999-12-31,2013-05-08
078,2009-01-02,TO,TRANSFER,StatoilHydro Petroleum AS,33.00000,NULL,21420,4511658,9999-12-31,2013-05-08
078,2009-01-01,FROM,CHANGE OF COMPANY NAME,Gaz de France Norge AS,12.00000,NULL,21420,1628733,9999-12-31,2013-05-08
078,2009-01-01,TO,CHANGE OF COMPANY NAME,GDF SUEZ E&P Norge AS,12.00000,NULL,21420,5267845,9999-12-31,2013-05-08
078,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),33.00000,NULL,21420,1622484,9999-12-31,2013-05-08
078,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,33.00000,NULL,21420,4511854,9999-12-31,2013-05-08
078,2004-01-01,FROM,TRANSFER,Norsk Hydro Produksjon AS,10.00000,NULL,21420,430,9999-12-31,2013-05-08
078,2004-01-01,TO,TRANSFER,Statoil ASA (old),10.00000,NULL,21420,1622484,9999-12-31,2013-05-08
078,2003-05-06,FROM,CHANGE OF COMPANY NAME,TotalFinaElf Exploration Norge AS,25.00000,NULL,21420,1340884,9999-12-31,2013-05-08
078,2003-05-06,TO,CHANGE OF COMPANY NAME,Total E&P Norge AS,25.00000,NULL,21420,2410708,9999-12-31,2013-05-08
078,2001-12-18,FROM,MERGER/TAKEOVER,Total Norge AS,25.00000,NULL,21420,848,9999-12-31,2013-05-08
078,2001-12-18,TO,MERGER/TAKEOVER,TotalFinaElf Exploration Norge AS,25.00000,NULL,21420,1340884,9999-12-31,2013-05-08
078,2001-06-17,FROM,SDFI,SDØE,30.00000,NULL,21420,1623450,9999-12-31,2013-05-08
078,2001-06-17,TO,SDFI,Petoro AS,30.00000,NULL,21420,1626839,9999-12-31,2013-05-08
078,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,53.00000,NULL,21420,749,9999-12-31,2013-05-08
078,2001-05-10,TO,SDFI,Statoil ASA (old),23.00000,NULL,21420,1622484,9999-12-31,2013-05-08
078,2001-05-10,TO,SDFI,SDØE,30.00000,NULL,21420,1623450,9999-12-31,2013-05-08
078,2000-12-23,FROM,TRANSFER,Den norske stats oljeselskap a.s,12.00000,NULL,21420,749,9999-12-31,2013-05-08
078,2000-12-23,TO,TRANSFER,Gaz de France Norge AS,12.00000,NULL,21420,1628733,9999-12-31,2013-05-08
078,2000-04-07,FROM,TRANSFER,Norsk Hydro Produksjon AS,15.00000,NULL,21420,430,9999-12-31,2013-05-08
078,2000-04-07,TO,TRANSFER,Den norske stats oljeselskap a.s,15.00000,NULL,21420,749,9999-12-31,2013-05-08
078,1998-01-01,FROM,UNKNOWN,Elf Petroleum Norge AS,15.00000,NULL,21420,298,9999-12-31,2013-05-08
078,1998-01-01,TO,UNKNOWN,Total Norge AS,15.00000,NULL,21420,848,9999-12-31,2013-05-08
078,1991-07-01,FROM,UNKNOWN,Elf Aquitaine Norge A/S,15.00000,NULL,21420,331,9999-12-31,2013-05-08
078,1991-07-01,FROM,UNKNOWN,A/S Norske Shell,10.00000,NULL,21420,562,9999-12-31,2013-05-08
078,1991-07-01,TO,UNKNOWN,Elf Petroleum Norge AS,15.00000,NULL,21420,298,9999-12-31,2013-05-08
078,1991-07-01,TO,UNKNOWN,Total Norge AS,10.00000,NULL,21420,848,9999-12-31,2013-05-08
079,2012-01-01,FROM,TRANSFER,ExxonMobil Exploration & Production Norway AS,4.70000,NULL,34635,2835212,9999-12-31,2013-05-08
079,2012-01-01,TO,TRANSFER,Total E&P Norge AS,4.70000,NULL,34635,2410708,9999-12-31,2013-05-08
079,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,49.30000,NULL,34635,4511658,9999-12-31,2013-05-08
079,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,49.30000,NULL,34635,17237817,9999-12-31,2013-05-08
079,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,15.30000,NULL,34635,4511854,9999-12-31,2013-05-08
079,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,15.30000,NULL,34635,4511658,9999-12-31,2013-05-08
079,2008-01-01,FROM,TRANSFER,Mobil Development Norway AS,4.70000,NULL,34635,474,9999-12-31,2013-05-08
079,2008-01-01,TO,TRANSFER,ExxonMobil Exploration & Production Norway AS,4.70000,NULL,34635,2835212,9999-12-31,2013-05-08
079,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),15.30000,NULL,34635,1622484,9999-12-31,2013-05-08
079,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,34.00000,NULL,34635,4524355,9999-12-31,2013-05-08
079,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,15.30000,NULL,34635,4511854,9999-12-31,2013-05-08
079,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,34.00000,NULL,34635,4511658,9999-12-31,2013-05-08
079,2007-01-02,FROM,MERGER/TAKEOVER,Norske ConocoPhillips AS,2.40000,NULL,34635,2399056,9999-12-31,2013-05-08
079,2007-01-02,TO,MERGER/TAKEOVER,ConocoPhillips Skandinavia AS,2.40000,NULL,34635,2410696,9999-12-31,2013-05-08
079,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,34.00000,NULL,34635,430,9999-12-31,2013-05-08
079,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,34.00000,NULL,34635,4524355,9999-12-31,2013-05-08
079,2003-05-06,FROM,CHANGE OF COMPANY NAME,TotalFinaElf Exploration Norge AS,10.00000,NULL,34635,1340884,9999-12-31,2013-05-08
079,2003-05-06,TO,CHANGE OF COMPANY NAME,Total E&P Norge AS,10.00000,NULL,34635,2410708,9999-12-31,2013-05-08
079,2003-03-22,FROM,CHANGE OF COMPANY NAME,Norske Conoco A/S,2.40000,NULL,34635,221,9999-12-31,2013-05-08
079,2003-03-22,TO,CHANGE OF COMPANY NAME,Norske ConocoPhillips AS,2.40000,NULL,34635,2399056,9999-12-31,2013-05-08
079,2002-12-02,FROM,TRANSFER,Petoro AS,4.70000,NULL,34635,1626839,9999-12-31,2013-05-08
079,2002-12-02,TO,TRANSFER,Mobil Development Norway AS,4.70000,NULL,34635,474,9999-12-31,2013-05-08
079,2002-10-01,FROM,TRANSFER,Petoro AS,3.70000,NULL,34635,1626839,9999-12-31,2013-05-08
079,2002-10-01,TO,TRANSFER,Norske Conoco A/S,2.40000,NULL,34635,221,9999-12-31,2013-05-08
079,2002-10-01,TO,TRANSFER,Statoil ASA (old),1.30000,NULL,34635,1622484,9999-12-31,2013-05-08
079,2002-03-19,FROM,TRANSFER,Petoro AS,17.50000,NULL,34635,1626839,9999-12-31,2013-05-08
079,2002-03-19,TO,TRANSFER,TotalFinaElf Exploration Norge AS,10.00000,NULL,34635,1340884,9999-12-31,2013-05-08
079,2002-03-19,TO,TRANSFER,Norsk Hydro Produksjon AS,7.50000,NULL,34635,430,9999-12-31,2013-05-08
079,2001-06-17,FROM,SDFI,SDØE,59.50000,NULL,34635,1623450,9999-12-31,2013-05-08
079,2001-06-17,TO,SDFI,Petoro AS,59.50000,NULL,34635,1626839,9999-12-31,2013-05-08
079,2001-05-10,TO,SDFI,SDØE,59.50000,NULL,34635,1623450,9999-12-31,2013-05-08
079,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,73.50000,NULL,34635,749,9999-12-31,2013-05-08
079,2001-05-10,TO,SDFI,Statoil ASA (old),14.00000,NULL,34635,1622484,9999-12-31,2013-05-08
079,2001-01-11,FROM,MERGER/TAKEOVER,Saga Petroleum ASA,10.50000,NULL,34635,716,9999-12-31,2013-05-08
079,2001-01-11,TO,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,10.50000,NULL,34635,430,9999-12-31,2013-05-08
079,1983-08-01,FROM,UNKNOWN,Not allocated,5.00000,NULL,34635,870,9999-12-31,2013-05-08
079,1983-08-01,TO,UNKNOWN,Den norske stats oljeselskap a.s,3.50000,NULL,34635,749,9999-12-31,2013-05-08
079,1983-08-01,TO,UNKNOWN,Saga Petroleum ASA,0.50000,NULL,34635,716,9999-12-31,2013-05-08
079,1983-08-01,TO,UNKNOWN,Norsk Hydro Produksjon AS,1.00000,NULL,34635,430,9999-12-31,2013-05-08
085,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,33.39038,NULL,21476,4511658,9999-12-31,2013-05-08
085,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,33.39038,NULL,21476,17237817,9999-12-31,2013-05-08
085,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,21.39038,NULL,21476,4511854,9999-12-31,2013-05-08
085,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,21.39038,NULL,21476,4511658,9999-12-31,2013-05-08
085,2007-10-02,FROM,TRANSFER,StatoilHydro ASA,0.69096,NULL,21476,4511854,9999-12-31,2013-05-08
085,2007-10-02,TO,TRANSFER,Total E&P Norge AS,0.69096,NULL,21476,2410708,9999-12-31,2013-05-08
085,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),22.08134,NULL,21476,1622484,9999-12-31,2013-05-08
085,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,12.00000,NULL,21476,4524355,9999-12-31,2013-05-08
085,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,22.08134,NULL,21476,4511854,9999-12-31,2013-05-08
085,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,12.00000,NULL,21476,4511658,9999-12-31,2013-05-08
085,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,12.00000,NULL,21476,430,9999-12-31,2013-05-08
085,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,12.00000,NULL,21476,4524355,9999-12-31,2013-05-08
085,2003-05-06,FROM,CHANGE OF COMPANY NAME,TotalFinaElf Exploration Norge AS,3.00000,NULL,21476,1340884,9999-12-31,2013-05-08
085,2003-05-06,TO,CHANGE OF COMPANY NAME,Total E&P Norge AS,3.00000,NULL,21476,2410708,9999-12-31,2013-05-08
085,2001-12-18,FROM,MERGER/TAKEOVER,Total Norge AS,1.00000,NULL,21476,848,9999-12-31,2013-05-08
085,2001-12-18,TO,MERGER/TAKEOVER,TotalFinaElf Exploration Norge AS,1.00000,NULL,21476,1340884,9999-12-31,2013-05-08
085,2001-06-17,FROM,SDFI,SDØE,62.91866,NULL,21476,1623450,9999-12-31,2013-05-08
085,2001-06-17,TO,SDFI,Petoro AS,62.91866,NULL,21476,1626839,9999-12-31,2013-05-08
085,2001-06-01,FROM,TRANSFER,SDØE,10.08134,NULL,21476,1623450,9999-12-31,2013-05-08
085,2001-06-01,TO,TRANSFER,Statoil ASA (old),10.08134,NULL,21476,1622484,9999-12-31,2013-05-08
085,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,85.00000,NULL,21476,749,9999-12-31,2013-05-08
085,2001-05-10,TO,SDFI,Statoil ASA (old),12.00000,NULL,21476,1622484,9999-12-31,2013-05-08
085,2001-05-10,TO,SDFI,SDØE,73.00000,NULL,21476,1623450,9999-12-31,2013-05-08
085,2001-01-11,FROM,MERGER/TAKEOVER,Saga Petroleum ASA,3.00000,NULL,21476,716,9999-12-31,2013-05-08
085,2001-01-11,TO,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,3.00000,NULL,21476,430,9999-12-31,2013-05-08
085,2000-07-24,FROM,CHANGE OF COMPANY NAME,Elf Petroleum Norge AS,2.00000,NULL,21476,298,9999-12-31,2013-05-08
085,2000-07-24,TO,CHANGE OF COMPANY NAME,TotalFinaElf Exploration Norge AS,2.00000,NULL,21476,1340884,9999-12-31,2013-05-08
085,1999-12-11,FROM,TRANSFER,Saga Petroleum ASA,3.00000,NULL,21476,716,9999-12-31,2013-05-08
085,1999-12-11,TO,TRANSFER,Den norske stats oljeselskap a.s,3.00000,NULL,21476,749,9999-12-31,2013-05-08
085,1987-01-01,FROM,UNKNOWN,Den norske stats oljeselskap a.s,3.00000,NULL,21476,749,9999-12-31,2013-05-08
085,1987-01-01,TO,UNKNOWN,Elf Petroleum Norge AS,2.00000,NULL,21476,298,9999-12-31,2013-05-08
085,1987-01-01,TO,UNKNOWN,Total Norge AS,1.00000,NULL,21476,848,9999-12-31,2013-05-08
085 B,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,34.08134,NULL,21484,4511658,9999-12-31,2013-05-08
085 B,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,34.08134,NULL,21484,17237817,9999-12-31,2013-05-08
085 B,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,22.08134,NULL,21484,4511854,9999-12-31,2013-05-08
085 B,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,22.08134,NULL,21484,4511658,9999-12-31,2013-05-08
085 B,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),22.08134,NULL,21484,1622484,9999-12-31,2013-05-08
085 B,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,12.00000,NULL,21484,4524355,9999-12-31,2013-05-08
085 B,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,22.08134,NULL,21484,4511854,9999-12-31,2013-05-08
085 B,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,12.00000,NULL,21484,4511658,9999-12-31,2013-05-08
085 B,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,12.00000,NULL,21484,430,9999-12-31,2013-05-08
085 B,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,12.00000,NULL,21484,4524355,9999-12-31,2013-05-08
085 B,2003-05-06,FROM,CHANGE OF COMPANY NAME,TotalFinaElf Exploration Norge AS,3.00000,NULL,21484,1340884,9999-12-31,2013-05-08
085 B,2003-05-06,TO,CHANGE OF COMPANY NAME,Total E&P Norge AS,3.00000,NULL,21484,2410708,9999-12-31,2013-05-08
085 B,2001-12-18,FROM,MERGER/TAKEOVER,Total Norge AS,1.00000,NULL,21484,848,9999-12-31,2013-05-08
085 B,2001-12-18,TO,MERGER/TAKEOVER,TotalFinaElf Exploration Norge AS,1.00000,NULL,21484,1340884,9999-12-31,2013-05-08
085 B,2001-06-17,FROM,SDFI,SDØE,62.91866,NULL,21484,1623450,9999-12-31,2013-05-08
085 B,2001-06-17,TO,SDFI,Petoro AS,62.91866,NULL,21484,1626839,9999-12-31,2013-05-08
085 B,2001-06-01,FROM,TRANSFER,SDØE,10.08134,NULL,21484,1623450,9999-12-31,2013-05-08
085 B,2001-06-01,TO,TRANSFER,Statoil ASA (old),10.08134,NULL,21484,1622484,9999-12-31,2013-05-08
085 B,2001-05-10,TO,SDFI,SDØE,73.00000,NULL,21484,1623450,9999-12-31,2013-05-08
085 B,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,85.00000,NULL,21484,749,9999-12-31,2013-05-08
085 B,2001-05-10,TO,SDFI,Statoil ASA (old),12.00000,NULL,21484,1622484,9999-12-31,2013-05-08
085 B,2001-01-11,FROM,MERGER/TAKEOVER,Saga Petroleum ASA,3.00000,NULL,21484,716,9999-12-31,2013-05-08
085 B,2001-01-11,TO,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,3.00000,NULL,21484,430,9999-12-31,2013-05-08
085 B,2000-07-24,FROM,CHANGE OF COMPANY NAME,Elf Petroleum Norge AS,2.00000,NULL,21484,298,9999-12-31,2013-05-08
085 B,2000-07-24,TO,CHANGE OF COMPANY NAME,TotalFinaElf Exploration Norge AS,2.00000,NULL,21484,1340884,9999-12-31,2013-05-08
085 B,1999-12-11,FROM,TRANSFER,Saga Petroleum ASA,3.00000,NULL,21484,716,9999-12-31,2013-05-08
085 B,1999-12-11,TO,TRANSFER,Den norske stats oljeselskap a.s,3.00000,NULL,21484,749,9999-12-31,2013-05-08
085 C,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,30.58385,NULL,2051285,4511658,9999-12-31,2013-05-08
085 C,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,30.58385,NULL,2051285,17237817,9999-12-31,2013-05-08
085 C,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,20.80471,NULL,2051285,4511854,9999-12-31,2013-05-08
085 C,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,20.80471,NULL,2051285,4511658,9999-12-31,2013-05-08
085 C,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),20.80471,NULL,2051285,1622484,9999-12-31,2013-05-08
085 C,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,9.77914,NULL,2051285,4524355,9999-12-31,2013-05-08
085 C,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,20.80471,NULL,2051285,4511854,9999-12-31,2013-05-08
085 C,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,9.77914,NULL,2051285,4511658,9999-12-31,2013-05-08
085 C,2007-01-02,FROM,MERGER/TAKEOVER,Norske ConocoPhillips AS,1.62374,NULL,2051285,2399056,9999-12-31,2013-05-08
085 C,2007-01-02,TO,MERGER/TAKEOVER,ConocoPhillips Skandinavia AS,1.62374,NULL,2051285,2410696,9999-12-31,2013-05-08
085 C,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,9.77914,NULL,2051285,430,9999-12-31,2013-05-08
085 C,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,9.77914,NULL,2051285,4524355,9999-12-31,2013-05-08
085 C,2003-05-06,FROM,CHANGE OF COMPANY NAME,TotalFinaElf Exploration Norge AS,3.69096,NULL,2051285,1340884,9999-12-31,2013-05-08
085 C,2003-05-06,TO,CHANGE OF COMPANY NAME,Total E&P Norge AS,3.69096,NULL,2051285,2410708,9999-12-31,2013-05-08
085 C,2003-03-22,FROM,CHANGE OF COMPANY NAME,Norske Conoco A/S,1.62374,NULL,2051285,221,9999-12-31,2013-05-08
085 C,2003-03-22,TO,CHANGE OF COMPANY NAME,Norske ConocoPhillips AS,1.62374,NULL,2051285,2399056,9999-12-31,2013-05-08
085 D,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),20.80471,NULL,3810164,1622484,9999-12-31,2013-05-08
085 D,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,9.77914,NULL,3810164,4524355,9999-12-31,2013-05-08
085 D,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,20.80471,NULL,3810164,4511854,9999-12-31,2013-05-08
085 D,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,9.77914,NULL,3810164,4511658,9999-12-31,2013-05-08
085 D,2007-01-02,FROM,MERGER/TAKEOVER,Norske ConocoPhillips AS,1.62374,NULL,3810164,2399056,9999-12-31,2013-05-08
085 D,2007-01-02,TO,MERGER/TAKEOVER,ConocoPhillips Skandinavia AS,1.62374,NULL,3810164,2410696,9999-12-31,2013-05-08
085 D,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,9.77914,NULL,3810164,430,9999-12-31,2013-05-08
085 D,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,9.77914,NULL,3810164,4524355,9999-12-31,2013-05-08
086,1999-03-01,FROM,TRANSFER,Amerada Hess Norge AS,10.00000,NULL,21492,67,9999-12-31,2013-05-08
086,1999-03-01,TO,TRANSFER,Saga Petroleum ASA,10.00000,NULL,21492,716,9999-12-31,2013-05-08
086,1999-01-01,FROM,TRANSFER,Den norske stats oljeselskap a.s,70.00000,NULL,21492,749,9999-12-31,2013-05-08
086,1999-01-01,TO,TRANSFER,Norsk Hydro Produksjon AS,70.00000,NULL,21492,430,9999-12-31,2013-05-08
086,1996-08-12,FROM,UNKNOWN,Norske Conoco A/S,30.00000,NULL,21492,221,9999-12-31,2013-05-08
086,1996-08-12,TO,UNKNOWN,Den norske stats oljeselskap a.s,30.00000,NULL,21492,749,9999-12-31,2013-05-08
086,1995-06-22,FROM,UNKNOWN,Den norske stats oljeselskap a.s,10.00000,NULL,21492,749,9999-12-31,2013-05-08
086,1995-06-22,TO,UNKNOWN,Saga Petroleum ASA,10.00000,NULL,21492,716,9999-12-31,2013-05-08
087,1994-09-08,FROM,UNKNOWN,Conoco Petroleum Norge AS,10.00000,NULL,21500,232,9999-12-31,2013-05-08
087,1994-09-08,TO,UNKNOWN,Norske Conoco A/S,10.00000,NULL,21500,221,9999-12-31,2013-05-08
087,1988-12-16,FROM,UNKNOWN,Tennaco Oil Norway A/S,10.00000,NULL,21500,793,9999-12-31,2013-05-08
087,1988-12-16,TO,UNKNOWN,Conoco Petroleum Norge AS,10.00000,NULL,21500,232,9999-12-31,2013-05-08
088,2008-01-01,FROM,TRANSFER,Marathon Petroleum Norge AS,50.00000,NULL,21508,463,9999-12-31,2013-05-08
088,2008-01-01,TO,TRANSFER,Centrica Resources (Norge) AS,50.00000,NULL,21508,4238233,9999-12-31,2013-05-08
088,2006-01-01,FROM,TRANSFER,Total E&P Norge AS,50.00000,NULL,21508,2410708,9999-12-31,2013-05-08
088,2006-01-01,TO,TRANSFER,Lundin Norway AS,50.00000,NULL,21508,2767314,9999-12-31,2013-05-08
088,2003-05-06,FROM,CHANGE OF COMPANY NAME,TotalFinaElf Exploration Norge AS,50.00000,NULL,21508,1340884,9999-12-31,2013-05-08
088,2003-05-06,TO,CHANGE OF COMPANY NAME,Total E&P Norge AS,50.00000,NULL,21508,2410708,9999-12-31,2013-05-08
088,2002-03-19,FROM,TRANSFER,Petoro AS,31.40000,NULL,21508,1626839,9999-12-31,2013-05-08
088,2002-03-19,TO,TRANSFER,Marathon Petroleum Norge AS,31.40000,NULL,21508,463,9999-12-31,2013-05-08
088,2001-12-18,FROM,MERGER/TAKEOVER,Total Norge AS,50.00000,NULL,21508,848,9999-12-31,2013-05-08
088,2001-12-18,TO,MERGER/TAKEOVER,TotalFinaElf Exploration Norge AS,50.00000,NULL,21508,1340884,9999-12-31,2013-05-08
088,2001-06-17,FROM,SDFI,SDØE,31.40000,NULL,21508,1623450,9999-12-31,2013-05-08
088,2001-06-17,TO,SDFI,Petoro AS,31.40000,NULL,21508,1626839,9999-12-31,2013-05-08
088,2001-06-08,FROM,TRANSFER,Statoil ASA (old),18.60000,NULL,21508,1622484,9999-12-31,2013-05-08
088,2001-06-08,TO,TRANSFER,Marathon Petroleum Norge AS,18.60000,NULL,21508,463,9999-12-31,2013-05-08
088,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,50.00000,NULL,21508,749,9999-12-31,2013-05-08
088,2001-05-10,TO,SDFI,Statoil ASA (old),18.60000,NULL,21508,1622484,9999-12-31,2013-05-08
088,2001-05-10,TO,SDFI,SDØE,31.40000,NULL,21508,1623450,9999-12-31,2013-05-08
088,1990-05-25,FROM,UNKNOWN,Unocal Norge A/S,20.00000,NULL,21508,892,9999-12-31,2013-05-08
088,1990-05-25,TO,UNKNOWN,Total Norge AS,20.00000,NULL,21508,848,9999-12-31,2013-05-08
088 BS,2011-07-04,FROM,CHANGE OF COMPANY NAME,Marathon Petroleum Norge AS,65.00000,NULL,2787418,463,9999-12-31,2013-05-08
088 BS,2011-07-04,TO,CHANGE OF COMPANY NAME,Marathon Oil Norge AS,65.00000,NULL,2787418,20485291,9999-12-31,2013-05-08
088 BS,2007-01-01,FROM,MERGER/TAKEOVER,Norske ConocoPhillips AS,20.00000,NULL,2787418,2399056,9999-12-31,2013-05-08
088 BS,2007-01-01,TO,MERGER/TAKEOVER,ConocoPhillips Skandinavia AS,20.00000,NULL,2787418,2410696,9999-12-31,2013-05-08
088 BS,2004-01-01,FROM,TRANSFER,Det Norske Oljeselskap AS,15.00000,NULL,2787418,1340609,9999-12-31,2013-05-08
088 BS,2004-01-01,TO,TRANSFER,Lundin Norway AS,15.00000,NULL,2787418,2767314,9999-12-31,2013-05-08
088 BS,2003-05-30,FROM,TRANSFER,Total E&P Norge AS,50.00000,NULL,2787418,2410708,9999-12-31,2013-05-08
088 BS,2003-05-30,TO,TRANSFER,Det Norske Oljeselskap AS,15.00000,NULL,2787418,1340609,9999-12-31,2013-05-08
088 BS,2003-05-30,TO,TRANSFER,Marathon Petroleum Norge AS,15.00000,NULL,2787418,463,9999-12-31,2013-05-08
088 BS,2003-05-30,TO,TRANSFER,Norske ConocoPhillips AS,20.00000,NULL,2787418,2399056,9999-12-31,2013-05-08
088 BS,2003-05-06,FROM,CHANGE OF COMPANY NAME,TotalFinaElf Exploration Norge AS,50.00000,NULL,2787418,1340884,9999-12-31,2013-05-08
088 BS,2003-05-06,TO,CHANGE OF COMPANY NAME,Total E&P Norge AS,50.00000,NULL,2787418,2410708,9999-12-31,2013-05-08
089,2012-01-01,FROM,TRANSFER,Total E&P Norge AS,5.60000,NULL,21516,2410708,9999-12-31,2013-05-08
