baaName,baaTransferDateValidFrom,baaTransferDirection,baaTransferKind,cmpLongName,baaTransferredInterest,baaTransferSdfi,baaNpdidBsnsArrArea,cmpNpdidCompany,baaTransferDateUpdated,dateSyncNPD
STATFJORD ØST UNIT,1995-05-04,FROM,TRANSFER,DNO Olje A/S,0.35000,NULL,41233,276,9999-12-31,2013-05-08
STATFJORD ØST UNIT,1995-05-04,TO,TRANSFER,Saga Petroleum ASA,0.35000,NULL,41233,716,9999-12-31,2013-05-08
STATFJORD ØST UNIT,1995-01-01,FROM,TRANSFER,Amoco Norway Oil Company,0.52083,NULL,41233,78,9999-12-31,2013-05-08
STATFJORD ØST UNIT,1995-01-01,TO,TRANSFER,Norske Conoco A/S,0.52083,NULL,41233,221,9999-12-31,2013-05-08
SYGNA UNIT,2012-04-30,FROM,TRANSFER,ConocoPhillips Skandinavia AS,6.64580,NULL,96205,2410696,9999-12-31,2013-05-08
SYGNA UNIT,2012-04-30,TO,TRANSFER,Centrica Resources (Norge) AS,6.64580,NULL,96205,4238233,9999-12-31,2013-05-08
SYGNA UNIT,2012-01-01,FROM,TRANSFER,Total E&P Norge AS,2.52000,NULL,96205,2410708,9999-12-31,2013-05-08
SYGNA UNIT,2012-01-01,TO,TRANSFER,ExxonMobil Exploration & Production Norway AS,2.52000,NULL,96205,2835212,9999-12-31,2013-05-08
SYGNA UNIT,2010-01-01,FROM,TRANSFER,A/S Norske Shell,5.50000,NULL,96205,562,9999-12-31,2013-05-08
SYGNA UNIT,2010-01-01,FROM,TRANSFER,Enterprise Oil Norge AS,0.57290,NULL,96205,1853786,9999-12-31,2013-05-08
SYGNA UNIT,2010-01-01,TO,TRANSFER,Centrica Resources (Norge) AS,6.07290,NULL,96205,4238233,9999-12-31,2013-05-08
SYGNA UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,30.70630,NULL,96205,4511658,9999-12-31,2013-05-08
SYGNA UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,30.70630,NULL,96205,17237817,9999-12-31,2013-05-08
SYGNA UNIT,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,24.73000,NULL,96205,4511854,9999-12-31,2013-05-08
SYGNA UNIT,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,24.73000,NULL,96205,4511658,9999-12-31,2013-05-08
SYGNA UNIT,2007-10-01,FROM,NULL,Statoil ASA (old),24.73000,NULL,96205,1622484,9999-12-31,2013-05-08
SYGNA UNIT,2007-10-01,FROM,NULL,Norsk Hydro Petroleum AS,5.97630,NULL,96205,4524355,9999-12-31,2013-05-08
SYGNA UNIT,2007-10-01,TO,NULL,StatoilHydro Petroleum AS,5.97630,NULL,96205,4511658,9999-12-31,2013-05-08
SYGNA UNIT,2007-10-01,TO,NULL,StatoilHydro ASA,24.73000,NULL,96205,4511854,9999-12-31,2013-05-08
SYGNA UNIT,2007-01-02,FROM,NULL,Norske ConocoPhillips AS,6.64580,NULL,96205,2399056,9999-12-31,2013-05-08
SYGNA UNIT,2007-01-02,TO,NULL,ConocoPhillips Skandinavia AS,6.64580,NULL,96205,2410696,9999-12-31,2013-05-08
SYGNA UNIT,2007-01-01,FROM,NULL,Norsk Hydro Produksjon AS,5.97630,NULL,96205,430,9999-12-31,2013-05-08
SYGNA UNIT,2007-01-01,TO,NULL,Norsk Hydro Petroleum AS,5.97630,NULL,96205,4524355,9999-12-31,2013-05-08
SYGNA UNIT,2004-10-01,FROM,NULL,Esso Exploration and Production Norway A/S,18.47500,NULL,96205,353,9999-12-31,2013-05-08
SYGNA UNIT,2004-10-01,TO,NULL,ExxonMobil Exploration & Production Norway AS,18.47500,NULL,96205,2835212,9999-12-31,2013-05-08
SYGNA UNIT,2003-05-06,FROM,NULL,TotalFinaElf Exploration Norge AS,2.52000,NULL,96205,1340884,9999-12-31,2013-05-08
SYGNA UNIT,2003-05-06,TO,NULL,Total E&P Norge AS,2.52000,NULL,96205,2410708,9999-12-31,2013-05-08
SYGNA UNIT,2003-03-22,FROM,NULL,Norske Conoco A/S,6.64580,NULL,96205,221,9999-12-31,2013-05-08
SYGNA UNIT,2003-03-22,TO,NULL,Norske ConocoPhillips AS,6.64580,NULL,96205,2399056,9999-12-31,2013-05-08
SYGNA UNIT,2002-01-01,FROM,NULL,Mobil Development Norway AS,8.25000,NULL,96205,474,9999-12-31,2013-05-08
SYGNA UNIT,2002-01-01,TO,NULL,Esso Exploration and Production Norway A/S,8.25000,NULL,96205,353,9999-12-31,2013-05-08
SYGNA UNIT,2001-12-31,FROM,NULL,Enterprise Oil Norwegian AS,0.57290,NULL,96205,342,9999-12-31,2013-05-08
SYGNA UNIT,2001-12-31,TO,NULL,Enterprise Oil Norge AS,0.57290,NULL,96205,1853786,9999-12-31,2013-05-08
SYGNA UNIT,2001-06-17,FROM,NULL,SDØE,30.00000,NULL,96205,1623450,9999-12-31,2013-05-08
SYGNA UNIT,2001-06-17,TO,NULL,Petoro AS,30.00000,NULL,96205,1626839,9999-12-31,2013-05-08
SYGNA UNIT,2001-06-01,FROM,NULL,SDØE,9.45000,NULL,96205,1623450,9999-12-31,2013-05-08
SYGNA UNIT,2001-06-01,TO,NULL,Statoil ASA (old),9.45000,NULL,96205,1622484,9999-12-31,2013-05-08
SYGNA UNIT,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,54.73000,NULL,96205,749,9999-12-31,2013-05-08
SYGNA UNIT,2001-05-10,TO,NULL,Statoil ASA (old),15.28000,NULL,96205,1622484,9999-12-31,2013-05-08
SYGNA UNIT,2001-05-10,TO,NULL,SDØE,39.45000,NULL,96205,1623450,9999-12-31,2013-05-08
SYGNA UNIT,2001-01-11,FROM,NULL,Saga Petroleum ASA,2.19630,NULL,96205,716,9999-12-31,2013-05-08
SYGNA UNIT,2001-01-11,TO,NULL,Norsk Hydro Produksjon AS,2.19630,NULL,96205,430,9999-12-31,2013-05-08
SYGNA UNIT,2000-07-24,FROM,NULL,Elf Petroleum Norge AS,2.52000,NULL,96205,298,9999-12-31,2013-05-08
SYGNA UNIT,2000-07-24,TO,NULL,TotalFinaElf Exploration Norge AS,2.52000,NULL,96205,1340884,9999-12-31,2013-05-08
SYGNA UNIT,1999-12-11,FROM,NULL,Saga Petroleum ASA,2.30000,NULL,96205,716,9999-12-31,2013-05-08
SYGNA UNIT,1999-12-11,TO,NULL,Den norske stats oljeselskap a.s,2.30000,NULL,96205,749,9999-12-31,2013-05-08
SYGNA UNIT,1998-12-17,FROM,NULL,Deminex Norge AS,1.26000,NULL,96205,254,9999-12-31,2013-05-08
SYGNA UNIT,1998-12-17,TO,NULL,RWE Dea Norge AS,1.26000,NULL,96205,97557,9999-12-31,2013-05-08
TOMMELITEN UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,42.38000,NULL,41411,4511658,9999-12-31,2013-05-08
TOMMELITEN UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,42.38000,NULL,41411,17237817,9999-12-31,2013-05-08
TOMMELITEN UNIT,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,42.38000,NULL,41411,4511854,9999-12-31,2013-05-08
TOMMELITEN UNIT,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,42.38000,NULL,41411,4511658,9999-12-31,2013-05-08
TOMMELITEN UNIT,2007-10-01,FROM,NULL,Statoil ASA (old),42.38000,NULL,41411,1622484,9999-12-31,2013-05-08
TOMMELITEN UNIT,2007-10-01,TO,NULL,StatoilHydro ASA,42.38000,NULL,41411,4511854,9999-12-31,2013-05-08
TOMMELITEN UNIT,2003-12-31,FROM,NULL,Norsk Agip  AS,9.13000,NULL,41411,45,9999-12-31,2013-05-08
TOMMELITEN UNIT,2003-12-31,TO,NULL,Eni Norge AS,9.13000,NULL,41411,2388594,9999-12-31,2013-05-08
TOMMELITEN UNIT,2003-05-06,FROM,NULL,TotalFinaElf Exploration Norge AS,20.23000,NULL,41411,1340884,9999-12-31,2013-05-08
TOMMELITEN UNIT,2003-05-06,FROM,NULL,Phillips Petroleum Norsk AS,28.26000,NULL,41411,705,9999-12-31,2013-05-08
TOMMELITEN UNIT,2003-05-06,TO,NULL,ConocoPhillips Skandinavia AS,28.26000,NULL,41411,2410696,9999-12-31,2013-05-08
TOMMELITEN UNIT,2003-05-06,TO,NULL,Total E&P Norge AS,20.23000,NULL,41411,2410708,9999-12-31,2013-05-08
TOMMELITEN UNIT,2001-12-18,FROM,NULL,Total Norge AS,20.23000,NULL,41411,848,9999-12-31,2013-05-08
TOMMELITEN UNIT,2001-12-18,TO,NULL,TotalFinaElf Exploration Norge AS,20.23000,NULL,41411,1340884,9999-12-31,2013-05-08
TOMMELITEN UNIT,2001-06-01,FROM,NULL,SDØE,42.38000,NULL,41411,1623450,9999-12-31,2013-05-08
TOMMELITEN UNIT,2001-06-01,TO,NULL,Statoil ASA (old),42.38000,NULL,41411,1622484,9999-12-31,2013-05-08
TOMMELITEN UNIT,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,42.38000,NULL,41411,749,9999-12-31,2013-05-08
TOMMELITEN UNIT,2001-05-10,TO,NULL,SDØE,42.38000,NULL,41411,1623450,9999-12-31,2013-05-08
TOMMELITEN UNIT,2001-01-01,FROM,NULL,Den norske stats oljeselskap a.s,28.26000,NULL,41411,749,9999-12-31,2013-05-08
TOMMELITEN UNIT,2001-01-01,TO,NULL,Phillips Petroleum Norsk AS,28.26000,NULL,41411,705,9999-12-31,2013-05-08
TOMMELITEN UNIT,2000-12-15,FROM,NULL,Fina Production Licenses AS,20.23000,NULL,41411,386,9999-12-31,2013-05-08
TOMMELITEN UNIT,2000-12-15,TO,NULL,Total Norge AS,20.23000,NULL,41411,848,9999-12-31,2013-05-08
TOR UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,6.63922,NULL,45891,4511658,9999-12-31,2013-05-08
TOR UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,6.63922,NULL,45891,17237817,9999-12-31,2013-05-08
TOR UNIT,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,0.82948,NULL,45891,4511854,9999-12-31,2013-05-08
TOR UNIT,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,0.82948,NULL,45891,4511658,9999-12-31,2013-05-08
TOR UNIT,2007-10-01,FROM,NULL,Statoil ASA (old),0.82948,NULL,45891,1622484,9999-12-31,2013-05-08
TOR UNIT,2007-10-01,FROM,NULL,Norsk Hydro Petroleum AS,5.80974,NULL,45891,4524355,9999-12-31,2013-05-08
TOR UNIT,2007-10-01,TO,NULL,StatoilHydro ASA,0.82948,NULL,45891,4511854,9999-12-31,2013-05-08
TOR UNIT,2007-10-01,TO,NULL,StatoilHydro Petroleum AS,5.80974,NULL,45891,4511658,9999-12-31,2013-05-08
TOR UNIT,2007-01-01,FROM,NULL,Norsk Hydro Produksjon AS,5.80974,NULL,45891,430,9999-12-31,2013-05-08
TOR UNIT,2007-01-01,TO,NULL,Norsk Hydro Petroleum AS,5.80974,NULL,45891,4524355,9999-12-31,2013-05-08
TOR UNIT,2003-12-31,FROM,NULL,Norsk Agip  AS,10.81656,NULL,45891,45,9999-12-31,2013-05-08
TOR UNIT,2003-12-31,TO,NULL,Eni Norge AS,10.81656,NULL,45891,2388594,9999-12-31,2013-05-08
TOR UNIT,2003-05-06,FROM,NULL,TotalFinaElf Exploration Norge AS,48.19879,NULL,45891,1340884,9999-12-31,2013-05-08
TOR UNIT,2003-05-06,FROM,NULL,Phillips Petroleum Norsk AS,30.65799,NULL,45891,705,9999-12-31,2013-05-08
TOR UNIT,2003-05-06,TO,NULL,Total E&P Norge AS,48.19879,NULL,45891,2410708,9999-12-31,2013-05-08
TOR UNIT,2003-05-06,TO,NULL,ConocoPhillips Skandinavia AS,30.65799,NULL,45891,2410696,9999-12-31,2013-05-08
TOR UNIT,2003-03-05,FROM,NULL,ConocoPhillips Norge,30.65799,NULL,45891,2144081,9999-12-31,2013-05-08
TOR UNIT,2003-03-05,TO,NULL,Phillips Petroleum Norsk AS,30.65799,NULL,45891,705,9999-12-31,2013-05-08
TOR UNIT,2002-10-23,FROM,NULL,Phillips Petroleum Company Norway,30.65799,NULL,45891,694,9999-12-31,2013-05-08
TOR UNIT,2002-10-23,TO,NULL,ConocoPhillips Norge,30.65799,NULL,45891,2144081,9999-12-31,2013-05-08
TOR UNIT,2001-12-18,FROM,NULL,Total Norge AS,27.82694,NULL,45891,848,9999-12-31,2013-05-08
TOR UNIT,2001-12-18,TO,NULL,TotalFinaElf Exploration Norge AS,27.82694,NULL,45891,1340884,9999-12-31,2013-05-08
TOR UNIT,2001-06-17,FROM,NULL,SDØE,3.68744,NULL,45891,1623450,9999-12-31,2013-05-08
TOR UNIT,2001-06-17,TO,NULL,Petoro AS,3.68744,NULL,45891,1626839,9999-12-31,2013-05-08
TOR UNIT,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,4.51692,NULL,45891,749,9999-12-31,2013-05-08
TOR UNIT,2001-05-10,TO,NULL,Statoil ASA (old),0.82948,NULL,45891,1622484,9999-12-31,2013-05-08
TOR UNIT,2001-05-10,TO,NULL,SDØE,3.68744,NULL,45891,1623450,9999-12-31,2013-05-08
TOR UNIT,2001-01-11,FROM,NULL,Saga Petroleum ASA,0.25216,NULL,45891,716,9999-12-31,2013-05-08
TOR UNIT,2001-01-11,TO,NULL,Norsk Hydro Produksjon AS,0.25216,NULL,45891,430,9999-12-31,2013-05-08
TOR UNIT,2000-12-15,FROM,NULL,Fina Production Licenses AS,24.88473,NULL,45891,386,9999-12-31,2013-05-08
TOR UNIT,2000-12-15,TO,NULL,Total Norge AS,24.88473,NULL,45891,848,9999-12-31,2013-05-08
TOR UNIT,2000-07-24,FROM,NULL,Elf Petroleum Norge AS,11.63419,NULL,45891,298,9999-12-31,2013-05-08
TOR UNIT,2000-07-24,FROM,NULL,Amerada Hess Norge AS,8.73766,NULL,45891,67,9999-12-31,2013-05-08
TOR UNIT,2000-07-24,TO,NULL,TotalFinaElf Exploration Norge AS,20.37185,NULL,45891,1340884,9999-12-31,2013-05-08
TOR UNIT,1999-01-01,FROM,NULL,Total Norge AS,0.13079,NULL,45891,848,9999-12-31,2013-05-08
TOR UNIT,1999-01-01,FROM,NULL,Saga Petroleum ASA,0.01121,NULL,45891,716,9999-12-31,2013-05-08
TOR UNIT,1999-01-01,FROM,NULL,Phillips Petroleum Company Norway,1.36287,NULL,45891,694,9999-12-31,2013-05-08
TOR UNIT,1999-01-01,FROM,NULL,Norsk Hydro Produksjon AS,0.24706,NULL,45891,430,9999-12-31,2013-05-08
TOR UNIT,1999-01-01,FROM,NULL,Norsk Agip  AS,0.48084,NULL,45891,45,9999-12-31,2013-05-08
TOR UNIT,1999-01-01,FROM,NULL,Fina Production Licenses AS,1.10623,NULL,45891,386,9999-12-31,2013-05-08
TOR UNIT,1999-01-01,FROM,NULL,Elf Petroleum Norge AS,0.31155,NULL,45891,298,9999-12-31,2013-05-08
TOR UNIT,1999-01-01,FROM,NULL,Den norske stats oljeselskap a.s,0.03689,NULL,45891,749,9999-12-31,2013-05-08
TOR UNIT,1999-01-01,TO,NULL,Den norske stats oljeselskap a.s,3.68744,3.68744,45891,749,9999-12-31,2013-05-08
TOR UNIT,1997-01-01,FROM,NULL,Elf Rex Norge AS,0.74074,NULL,45891,320,9999-12-31,2013-05-08
TOR UNIT,1997-01-01,FROM,NULL,Fina Exploration Norway SCA,25.99096,NULL,45891,39395,9999-12-31,2013-05-08
TOR UNIT,1997-01-01,TO,NULL,Elf Petroleum Norge AS,0.74074,NULL,45891,298,9999-12-31,2013-05-08
TOR UNIT,1997-01-01,TO,NULL,Fina Production Licenses AS,25.99096,NULL,45891,386,9999-12-31,2013-05-08
TOR UNIT,1995-01-01,FROM,NULL,Norminol AS,0.26337,NULL,45891,529,9999-12-31,2013-05-08
TOR UNIT,1995-01-01,TO,NULL,Saga Petroleum ASA,0.26337,NULL,45891,716,9999-12-31,2013-05-08
TOR UNIT,1994-08-26,FROM,NULL,Enterprise Oil Norwegian AS,7.43787,NULL,45891,342,9999-12-31,2013-05-08
TOR UNIT,1994-08-26,FROM,NULL,Amoco Norway Oil Company,7.43787,NULL,45891,78,9999-12-31,2013-05-08
TOR UNIT,1994-08-26,TO,NULL,Amerada Hess Norge AS,1.29979,NULL,45891,67,9999-12-31,2013-05-08
TOR UNIT,1994-08-26,TO,NULL,Norminol AS,0.03917,NULL,45891,529,9999-12-31,2013-05-08
TOR UNIT,1994-08-26,TO,NULL,Elf Rex Norge AS,0.11014,NULL,45891,320,9999-12-31,2013-05-08
TOR UNIT,1994-08-26,TO,NULL,Den norske stats oljeselskap a.s,0.12887,NULL,45891,749,9999-12-31,2013-05-08
TOR UNIT,1994-08-26,TO,NULL,Total Norge AS,0.45715,NULL,45891,848,9999-12-31,2013-05-08
TOR UNIT,1994-08-26,TO,NULL,Norsk Hydro Produksjon AS,0.86344,NULL,45891,430,9999-12-31,2013-05-08
TOR UNIT,1994-08-26,TO,NULL,Elf Petroleum Norge AS,1.66686,NULL,45891,298,9999-12-31,2013-05-08
TOR UNIT,1994-08-26,TO,NULL,Norsk Agip  AS,1.68060,NULL,45891,45,9999-12-31,2013-05-08
TOR UNIT,1994-08-26,TO,NULL,Phillips Petroleum Company Norway,4.76336,NULL,45891,694,9999-12-31,2013-05-08
TOR UNIT,1994-08-26,TO,NULL,Fina Exploration Norway SCA,3.86636,NULL,45891,39395,9999-12-31,2013-05-08
TOR UNIT,1992-09-15,FROM,NULL,Elf Rep Norge A/S,0.33630,NULL,45891,309,9999-12-31,2013-05-08
TOR UNIT,1992-09-15,TO,NULL,Elf Rex Norge AS,0.33630,NULL,45891,320,9999-12-31,2013-05-08
TOR UNIT,1992-08-14,FROM,NULL,Elf Aquitaine Norge A/S,9.53814,NULL,45891,331,9999-12-31,2013-05-08
TOR UNIT,1992-08-14,TO,NULL,Elf Petroleum Norge AS,9.53814,NULL,45891,298,9999-12-31,2013-05-08
TOR UNIT,1992-02-25,FROM,NULL,Norwegian Oil Consortium A/S & Co,3.93769,NULL,45891,518,9999-12-31,2013-05-08
TOR UNIT,1992-02-25,TO,NULL,Elf Aquitaine Norge A/S,3.93769,NULL,45891,331,9999-12-31,2013-05-08
TOR UNIT,1990-11-22,FROM,NULL,Eurafrep Norge A/S,0.33630,NULL,45891,364,9999-12-31,2013-05-08
TOR UNIT,1990-11-22,FROM,NULL,Coparex Norge A/S,0.29430,NULL,45891,243,9999-12-31,2013-05-08
TOR UNIT,1990-11-22,FROM,NULL,Cofranord A/S,0.22420,NULL,45891,199,9999-12-31,2013-05-08
TOR UNIT,1990-11-22,TO,NULL,Norminol AS,0.22420,NULL,45891,529,9999-12-31,2013-05-08
TOR UNIT,1990-11-22,TO,NULL,Elf Rex Norge AS,0.29430,NULL,45891,320,9999-12-31,2013-05-08
TOR UNIT,1990-11-22,TO,NULL,Elf Rep Norge A/S,0.33630,NULL,45891,309,9999-12-31,2013-05-08
TOR UNIT,1989-04-14,FROM,NULL,Texas Eastern Norwegian Inc.,7.43787,NULL,45891,837,9999-12-31,2013-05-08
TOR UNIT,1989-04-14,TO,NULL,Enterprise Oil Norwegian AS,7.43787,NULL,45891,342,9999-12-31,2013-05-08
TOR UNIT,1988-04-01,FROM,NULL,Total Norge AS,0.36875,NULL,45891,848,9999-12-31,2013-05-08
TOR UNIT,1988-04-01,FROM,NULL,Elf Aquitaine Norge A/S,0.36875,NULL,45891,331,9999-12-31,2013-05-08
TOR UNIT,1988-04-01,TO,NULL,Den norske stats oljeselskap a.s,0.73750,NULL,45891,749,9999-12-31,2013-05-08
TOR UNIT,1985-10-01,FROM,NULL,Cofranord A/S,0.00491,NULL,45891,199,9999-12-31,2013-05-08
TOR UNIT,1985-10-01,FROM,NULL,Coparex Norge A/S,0.00640,NULL,45891,243,9999-12-31,2013-05-08
TOR UNIT,1985-10-01,FROM,NULL,Eurafrep Norge A/S,0.00735,NULL,45891,364,9999-12-31,2013-05-08
TOR UNIT,1985-10-01,FROM,NULL,Total Norge AS,0.06522,NULL,45891,848,9999-12-31,2013-05-08
TOR UNIT,1985-10-01,FROM,NULL,Elf Aquitaine Norge A/S,0.13056,NULL,45891,331,9999-12-31,2013-05-08
TOR UNIT,1985-10-01,FROM,NULL,Norsk Hydro Produksjon AS,0.10805,NULL,45891,430,9999-12-31,2013-05-08
TOR UNIT,1985-10-01,FROM,NULL,Norsk Agip  AS,0.21033,NULL,45891,45,9999-12-31,2013-05-08
TOR UNIT,1985-10-01,FROM,NULL,Fina Exploration Norway SCA,0.48384,NULL,45891,39395,9999-12-31,2013-05-08
TOR UNIT,1985-10-01,FROM,NULL,Phillips Petroleum Company Norway,0.59603,NULL,45891,694,9999-12-31,2013-05-08
TOR UNIT,1985-10-01,TO,NULL,Norwegian Oil Consortium A/S & Co,0.24184,NULL,45891,518,9999-12-31,2013-05-08
TOR UNIT,1985-10-01,TO,NULL,Texas Eastern Norwegian Inc.,0.45695,NULL,45891,837,9999-12-31,2013-05-08
TOR UNIT,1985-10-01,TO,NULL,Amoco Norway Oil Company,0.45695,NULL,45891,78,9999-12-31,2013-05-08
TOR UNIT,1985-10-01,TO,NULL,Amerada Hess Norge AS,0.45695,NULL,45891,67,9999-12-31,2013-05-08
TOR UNIT,1983-01-01,FROM,NULL,Norwegian Oil Consortium A/S & Co,0.68070,NULL,45891,518,9999-12-31,2013-05-08
TOR UNIT,1983-01-01,FROM,NULL,Texas Eastern Norwegian Inc.,1.28590,NULL,45891,837,9999-12-31,2013-05-08
TOR UNIT,1983-01-01,FROM,NULL,Amoco Norway Oil Company,1.28590,NULL,45891,78,9999-12-31,2013-05-08
TOR UNIT,1983-01-01,FROM,NULL,Amerada Hess Norge AS,1.28590,NULL,45891,67,9999-12-31,2013-05-08
TOR UNIT,1983-01-01,TO,NULL,Cofranord A/S,0.01381,NULL,45891,199,9999-12-31,2013-05-08
TOR UNIT,1983-01-01,TO,NULL,Coparex Norge A/S,0.01812,NULL,45891,243,9999-12-31,2013-05-08
TOR UNIT,1983-01-01,TO,NULL,Eurafrep Norge A/S,0.02070,NULL,45891,364,9999-12-31,2013-05-08
TOR UNIT,1983-01-01,TO,NULL,Total Norge AS,0.18361,NULL,45891,848,9999-12-31,2013-05-08
TOR UNIT,1983-01-01,TO,NULL,Elf Aquitaine Norge A/S,0.36735,NULL,45891,331,9999-12-31,2013-05-08
TOR UNIT,1983-01-01,TO,NULL,Norsk Hydro Produksjon AS,0.30411,NULL,45891,430,9999-12-31,2013-05-08
TOR UNIT,1983-01-01,TO,NULL,Norsk Agip  AS,0.59181,NULL,45891,45,9999-12-31,2013-05-08
TOR UNIT,1983-01-01,TO,NULL,Fina Exploration Norway SCA,1.36154,NULL,45891,39395,9999-12-31,2013-05-08
TOR UNIT,1983-01-01,TO,NULL,Phillips Petroleum Company Norway,1.67735,NULL,45891,694,9999-12-31,2013-05-08
TOR UNIT,1980-10-01,FROM,NULL,Cofranord A/S,0.01120,NULL,45891,199,9999-12-31,2013-05-08
TOR UNIT,1980-10-01,FROM,NULL,Coparex Norge A/S,0.01472,NULL,45891,243,9999-12-31,2013-05-08
TOR UNIT,1980-10-01,FROM,NULL,Eurafrep Norge A/S,0.01675,NULL,45891,364,9999-12-31,2013-05-08
TOR UNIT,1980-10-01,FROM,NULL,Total Norge AS,0.14889,NULL,45891,848,9999-12-31,2013-05-08
TOR UNIT,1980-10-01,FROM,NULL,Elf Aquitaine Norge A/S,0.29769,NULL,45891,331,9999-12-31,2013-05-08
TOR UNIT,1980-10-01,FROM,NULL,Norsk Hydro Produksjon AS,0.24646,NULL,45891,430,9999-12-31,2013-05-08
TOR UNIT,1980-10-01,FROM,NULL,Norsk Agip  AS,0.47968,NULL,45891,45,9999-12-31,2013-05-08
TOR UNIT,1980-10-01,FROM,NULL,Phillips Petroleum Company Norway,1.35952,NULL,45891,694,9999-12-31,2013-05-08
TOR UNIT,1980-10-01,FROM,NULL,Fina Exploration Norway SCA,1.10360,NULL,45891,39395,9999-12-31,2013-05-08
TOR UNIT,1980-10-01,TO,NULL,Norwegian Oil Consortium A/S & Co,0.55185,NULL,45891,518,9999-12-31,2013-05-08
TOR UNIT,1980-10-01,TO,NULL,Texas Eastern Norwegian Inc.,1.04222,NULL,45891,837,9999-12-31,2013-05-08
TOR UNIT,1980-10-01,TO,NULL,Amerada Hess Norge AS,1.04222,NULL,45891,67,9999-12-31,2013-05-08
TOR UNIT,1980-10-01,TO,NULL,Amoco Norway Oil Company,1.04222,NULL,45891,78,9999-12-31,2013-05-08
TOR UNIT,1977-07-01,FROM,NULL,Elf Norge A/S,4.02010,NULL,45891,287,9999-12-31,2013-05-08
TOR UNIT,1977-07-01,FROM,NULL,Aquitaine Norge A/S,2.01000,NULL,45891,111,9999-12-31,2013-05-08
TOR UNIT,1977-07-01,TO,NULL,Elf Aquitaine Norge A/S,6.03010,NULL,45891,331,9999-12-31,2013-05-08
TROLL UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,30.58385,NULL,41105,4511658,9999-12-31,2013-05-08
TROLL UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,30.58385,NULL,41105,17237817,9999-12-31,2013-05-08
TROLL UNIT,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,20.80471,NULL,41105,4511854,9999-12-31,2013-05-08
TROLL UNIT,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,20.80471,NULL,41105,4511658,9999-12-31,2013-05-08
TROLL UNIT,2007-10-01,FROM,NULL,Statoil ASA (old),20.80471,NULL,41105,1622484,9999-12-31,2013-05-08
TROLL UNIT,2007-10-01,FROM,NULL,Norsk Hydro Petroleum AS,9.77914,NULL,41105,4524355,9999-12-31,2013-05-08
TROLL UNIT,2007-10-01,TO,NULL,StatoilHydro Petroleum AS,9.77914,NULL,41105,4511658,9999-12-31,2013-05-08
TROLL UNIT,2007-10-01,TO,NULL,StatoilHydro ASA,20.80471,NULL,41105,4511854,9999-12-31,2013-05-08
TROLL UNIT,2007-01-02,FROM,NULL,Norske ConocoPhillips AS,1.62374,NULL,41105,2399056,9999-12-31,2013-05-08
TROLL UNIT,2007-01-02,TO,NULL,ConocoPhillips Skandinavia AS,1.62374,NULL,41105,2410696,9999-12-31,2013-05-08
TROLL UNIT,2007-01-01,FROM,NULL,Norsk Hydro Produksjon AS,9.77914,NULL,41105,430,9999-12-31,2013-05-08
TROLL UNIT,2007-01-01,TO,NULL,Norsk Hydro Petroleum AS,9.77914,NULL,41105,4524355,9999-12-31,2013-05-08
TROLL UNIT,2003-05-06,FROM,NULL,TotalFinaElf Exploration Norge AS,3.69096,NULL,41105,1340884,9999-12-31,2013-05-08
TROLL UNIT,2003-05-06,TO,NULL,Total E&P Norge AS,3.69096,NULL,41105,2410708,9999-12-31,2013-05-08
TROLL UNIT,2003-03-22,FROM,NULL,Norske Conoco A/S,1.62374,NULL,41105,221,9999-12-31,2013-05-08
TROLL UNIT,2003-03-22,TO,NULL,Norske ConocoPhillips AS,1.62374,NULL,41105,2399056,9999-12-31,2013-05-08
TROLL UNIT,2001-12-18,FROM,NULL,Total Norge AS,1.34548,NULL,41105,848,9999-12-31,2013-05-08
TROLL UNIT,2001-12-18,TO,NULL,TotalFinaElf Exploration Norge AS,1.34548,NULL,41105,1340884,9999-12-31,2013-05-08
